-0.1471185	-0.4428588
0.3288557	0.8764429
-0.8538167	-0.4203474
-0.6503976	0.4695472
-0.1287343	0.2183044
-0.03744121	-0.2656876
1.345293	0.204032
-0.8932488	0.8162945
1.288132	0.552538
-0.6468368	0.08496883
-0.234463	0.2959698
1.262566	-0.5572348
-0.3699699	-0.2610924
-0.6652972	1.290984
0.6850313	-0.5375744
0.3551809	0.06420909
1.112457	-0.08525714
-1.535797	-0.4347224
0.7065291	0.683908
-1.111708	1.697007
0.8071781	-0.9749629
-0.538691	-0.7964655
0.4439907	-0.820333
-0.6060884	-1.959075
-0.5744728	0.4181133
0.2087965	-1.176086
-1.198489	0.7332901
0.5666821	1.006777
0.09194823	-0.7296171
-0.7286207	1.128881
0.05299311	1.258041
1.879522	1.609121
0.7719273	0.1373412
-0.5685708	0.1581132
-0.1774981	-0.7278868
-2.215182	0.1715615
-0.8467616	0.5800433
-0.08847542	-0.7468368
0.9898236	-2.580828
0.7976949	0.9232931
0.1275301	0.80438
1.678329	-0.9936991
-0.4511732	0.4450354
-0.3070179	0.07773834
0.04363572	1.492123
-0.182202	-1.096466
-0.5174465	0.3305336
1.599906	-1.270602
-0.7493437	0.5281259
-0.6028127	-2.119766
-0.9437756	-3.034654
-1.076631	-0.6163415
0.05011352	-0.7500824
1.317589	0.9693133
0.4042803	-1.647296
1.236902	-0.5428942
1.518473	-0.3336928
1.732024	-0.2011361
0.9738245	1.944453
0.3846252	-0.7844419
-0.9120203	-0.7926726
1.300016	1.049767
-1.047021	0.1626606
0.6894453	0.1688533
0.1861617	-1.157979
-1.117522	0.5453842
0.7581334	2.009331
0.2922058	1.354943
-2.154455	-0.08232463
-1.284447	1.198375
0.7770649	-0.1440491
0.8375899	-0.3899241
-2.278996	-0.3599511
-1.120237	1.042249
0.5348652	0.4009204
0.3697451	-1.604246
0.8862082	1.525509
0.563362	1.71952
-0.5411099	0.3365559
-0.2657535	-1.257431
-0.5468951	1.173315
-0.8775614	-1.137912
0.4578079	1.860773
-0.819697	-0.9206461
-1.716342	0.2625674
-0.2791927	1.320285
-0.2188007	0.5617651
-0.8422595	-1.185055
-1.20657	-1.828285
-0.3123873	-0.6089546
1.300725	-0.8497111
-0.7623861	-0.5054117
0.3889882	1.435869
-1.693307	-0.1455452
-0.16939	0.4717831
-2.312832	-1.84234
0.2993	-0.1538337
-1.21216	-1.021016
1.191039	-1.092994
-0.3370112	0.4689141
1.059143	-0.1657628
0.4974926	2.359485
0.66069	-0.1335341
-0.7073729	0.5947886
-1.266311	-0.4501325
-2.097627	-0.05913966
0.3689309	1.872401
-1.115679	0.2742541
1.581127	1.426569
1.094612	-0.6610845
-0.9972597	0.3193245
-1.132625	-1.421517
1.395152	1.544102
0.1826411	0.4864935
